Frame_Number,Time_Stamp,SpineBase_x,SpineBase_y,SpineBase_z,ScreenX,ScreenY,SpineMid_x,SpineMid_y,SpineMid_z,ScreenX,ScreenY,Neck_x,Neck_y,Neck_z,ScreenX,ScreenY,Head_x,Head_y,Head_z,ScreenX,ScreenY,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ScreenX,ScreenY,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ScreenX,ScreenY,WristLeft_x,WristLeft_y,WristLeft_z,ScreenX,ScreenY,HandLeft_x,HandLeft_y,HandLeft_z,ScreenX,ScreenY,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ScreenX,ScreenY,ElbowRight_x,ElbowRight_y,ElbowRight_z,ScreenX,ScreenY,WristRight_x,WristRight_y,WristRight_z,ScreenX,ScreenY,HandRight_x,HandRight_y,HandRight_z,ScreenX,ScreenY,HipLeft_x,HipLeft_y,HipLeft_z,ScreenX,ScreenY,KneeLeft_x,KneeLeft_y,KneeLeft_z,ScreenX,ScreenY,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,ScreenX,ScreenY,FootLeft_x,FootLeft_y,FootLeft_z,ScreenX,ScreenY,HipRight_x,HipRight_y,HipRight_z,ScreenX,ScreenY,KneeRight_x,KneeRight_y,KneeRight_z,ScreenX,ScreenY,AnkleRight_x,AnkleRight_y,AnkleRight_z,ScreenX,ScreenY,FootRight_x,FootRight_y,FootRight_z,ScreenX,ScreenY,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,ScreenX,ScreenY,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ScreenX,ScreenY,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,ScreenX,ScreenY,HandTipRight_x,HandTipRight_y,HandTipRight_z,ScreenX,ScreenY,ThumbRight_x,ThumbRight_y,ThumbRight_z,ScreenX,ScreenY,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,
32,0,-0.0459658,-0.42763,1.8564,0,0,-0.0629235,-0.111961,1.97587,0,0,-0.0818939,0.195292,2.08265,0,0,-0.127831,0.323399,2.16328,0,0,-0.245518,0.0231002,2.00182,0,0,-0.250278,-0.117465,1.80026,0,0,-0.135885,-0.0440811,1.64126,0,0,-0.0852751,-0.0201777,1.59353,0,0,0.0815576,0.126256,2.00423,0,0,0.102178,0.0249248,1.78102,0,0,-0.122762,0.12078,1.65102,0,0,-0.18083,0.13949,1.64394,0,0,-0.131712,-0.433284,1.83791,0,0,-0.0830264,-0.683974,1.7274,0,0,-0.0669116,-0.968373,1.79321,0,0,-0.0690134,-1.0476,1.74267,0,0,0.0312128,-0.391521,1.79978,0,0,0.0652938,-0.502852,1.51958,0,0,0.0683978,-0.842451,1.55118,0,0,0.0533543,-0.90184,1.43348,0,0,-0.076522,0.120117,2.05893,0,0,-0.0428178,0.0256686,1.53874,0,0,-0.0457641,-0.037693,1.60225,0,0,-0.213407,0.170107,1.61378,0,0,-0.19367,0.0954334,1.66989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
33,0,-0.0589495,-0.417174,1.85553,0,0,-0.0700935,-0.107611,1.9786,0,0,-0.0840292,0.194494,2.08626,0,0,-0.131811,0.320654,2.17028,0,0,-0.24375,0.0230903,1.99694,0,0,-0.232363,-0.102528,1.80456,0,0,-0.0558695,-0.0359973,1.64262,0,0,0.0126028,0.00748883,1.61036,0,0,0.0803112,0.126597,2.00367,0,0,-0.0143417,0.0136763,1.75969,0,0,-0.191979,0.0869824,1.69106,0,0,-0.22139,0.114501,1.67186,0,0,-0.139121,-0.424883,1.83695,0,0,-0.0913878,-0.715067,1.76888,0,0,-0.0615731,-1.04131,1.80266,0,0,-0.063199,-1.10751,1.69178,0,0,0.0227176,-0.389066,1.79964,0,0,0.0554249,-0.451349,1.49025,0,0,0.0542047,-0.776412,1.50305,0,0,0.0383732,-0.827745,1.37798,0,0,-0.0798058,0.120259,2.06202,0,0,0.0495931,0.0490012,1.57483,0,0,0.0534611,-0.0177965,1.62975,0,0,-0.265894,0.157738,1.63157,0,0,-0.25454,0.0730725,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
34,0,-0.0773396,-0.414747,1.852,0,0,-0.0888126,-0.108973,1.98136,0,0,-0.102768,0.184975,2.09688,0,0,-0.140554,0.31913,2.18525,0,0,-0.24848,0.0214168,1.98975,0,0,-0.167001,-0.0904766,1.80506,0,0,0.0514097,0.0167914,1.67231,0,0,0.0979341,0.0535721,1.63456,0,0,0.067829,0.12724,2.00033,0,0,0.0335707,0.0194118,1.73829,0,0,-0.195842,0.093189,1.71881,0,0,-0.257543,0.109187,1.70015,0,0,-0.155526,-0.421242,1.83486,0,0,-0.0908233,-0.702248,1.76704,0,0,-0.0635945,-0.96414,1.79374,0,0,-0.0845892,-1.03239,1.71782,0,0,0.00396493,-0.390752,1.79541,0,0,0.0481599,-0.38479,1.46594,0,0,0.0427199,-0.720964,1.46584,0,0,0.0444625,-0.774462,1.36323,0,0,-0.0992377,0.112975,2.0704,0,0,0.113613,0.0664995,1.6193,0,0,0.116368,0.0503519,1.63607,0,0,-0.318823,0.139915,1.67796,0,0,-0.272313,0.0675634,1.72745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
35,0,-0.0930461,-0.412592,1.84842,0,0,-0.0986317,-0.109651,1.98204,0,0,-0.106874,0.182606,2.09962,0,0,-0.143374,0.318442,2.18872,0,0,-0.240949,0.0211558,1.97701,0,0,-0.115693,-0.0435704,1.76038,0,0,0.113354,0.0426577,1.68095,0,0,0.128962,0.0624551,1.68108,0,0,0.0592233,0.126024,1.99458,0,0,0.0609844,0.0120272,1.73295,0,0,-0.168126,-0.0621269,1.76733,0,0,-0.192964,-0.0631865,1.78814,0,0,-0.172542,-0.418047,1.83046,0,0,-0.0899775,-0.68875,1.76052,0,0,-0.0672375,-0.950944,1.78461,0,0,-0.0849774,-1.02456,1.71891,0,0,-0.00989323,-0.390193,1.79273,0,0,0.0378341,-0.342096,1.44979,0,0,0.0237053,-0.680021,1.41505,0,0,0.0323905,-0.708339,1.29434,0,0,-0.104549,0.1109,2.07276,0,0,0.147897,0.0778423,1.66843,0,0,0.145773,0.0557201,1.69664,0,0,-0.230329,-0.0646373,1.80823,0,0,-0.172476,-0.0944947,1.77897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
36,0,-0.113374,-0.410232,1.85333,0,0,-0.109332,-0.109132,1.98432,0,0,-0.108864,0.181864,2.10015,0,0,-0.152028,0.317124,2.20188,0,0,-0.242127,0.0209677,1.97688,0,0,-0.132376,-0.0339977,1.768,0,0,0.111783,0.039828,1.70972,0,0,0.131721,0.0672224,1.70812,0,0,0.0605028,0.126111,1.99517,0,0,0.0593827,0.0116546,1.73475,0,0,-0.168167,-0.0623896,1.76797,0,0,-0.196792,-0.0613626,1.79218,0,0,-0.192007,-0.413782,1.835,0,0,-0.0920854,-0.677662,1.75617,0,0,-0.0716711,-0.95876,1.77817,0,0,-0.0873448,-1.03452,1.71828,0,0,-0.0302538,-0.390245,1.79819,0,0,0.0306248,-0.301406,1.44352,0,0,0.0147188,-0.57461,1.38347,0,0,0.0196268,-0.635082,1.26443,0,0,-0.108366,0.110271,2.07365,0,0,0.157538,0.0850297,1.69884,0,0,0.152423,0.061406,1.72833,0,0,-0.231209,-0.0597577,1.80982,0,0,-0.176002,-0.0963263,1.78975,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
37,0,-0.127215,-0.395892,1.85573,0,0,-0.117719,-0.104943,1.98494,0,0,-0.11204,0.18101,2.09984,0,0,-0.154536,0.313084,2.20053,0,0,-0.244239,0.0220606,1.97489,0,0,-0.208904,-0.0836131,1.72226,0,0,0.0445135,0.017445,1.71479,0,0,0.12664,0.0710585,1.70458,0,0,0.057146,0.126547,1.99284,0,0,0.0564816,0.0161681,1.73387,0,0,-0.166992,-0.061096,1.76628,0,0,-0.196758,-0.0600324,1.78333,0,0,-0.202699,-0.400566,1.84362,0,0,-0.0969632,-0.664694,1.75103,0,0,-0.0725306,-0.960304,1.77569,0,0,-0.088407,-1.03598,1.7158,0,0,-0.048034,-0.373907,1.79402,0,0,0.01557,-0.303086,1.44298,0,0,-0.000166847,-0.566608,1.37686,0,0,0.00285764,-0.579416,1.23756,0,0,-0.112828,0.11015,2.07348,0,0,0.15529,0.0857202,1.70682,0,0,0.124196,0.0426861,1.7302,0,0,-0.239867,-0.0622238,1.80982,0,0,-0.173576,-0.0933096,1.7795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
38,0,-0.132669,-0.386083,1.85949,0,0,-0.123395,-0.0986896,1.98712,0,0,-0.114893,0.181708,2.10046,0,0,-0.155844,0.305419,2.18783,0,0,-0.246088,0.0220682,1.97663,0,0,-0.24802,-0.0896095,1.79363,0,0,-0.00972207,0.0357296,1.73797,0,0,0.0787163,0.0416995,1.67219,0,0,0.0580849,0.127065,1.99436,0,0,0.0546664,0.0283312,1.72647,0,0,-0.177855,-0.0564981,1.7649,0,0,-0.207344,-0.066302,1.77382,0,0,-0.206108,-0.391881,1.85056,0,0,-0.106839,-0.643001,1.74693,0,0,-0.0722711,-0.959606,1.7754,0,0,-0.0882472,-1.03526,1.71549,0,0,-0.0549623,-0.363882,1.79421,0,0,0.0109786,-0.308546,1.44133,0,0,-0.0150342,-0.567532,1.36176,0,0,-0.0131096,-0.542377,1.22989,0,0,-0.116732,0.11219,2.07448,0,0,0.121072,0.0764022,1.64271,0,0,0.104013,0.0112568,1.70709,0,0,-0.24454,-0.0670543,1.79944,0,0,-0.187747,-0.095111,1.76306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
39,0,-0.133834,-0.383302,1.86165,0,0,-0.125186,-0.0960931,1.98784,0,0,-0.116739,0.183531,2.09932,0,0,-0.157586,0.303754,2.18489,0,0,-0.250922,0.0210861,1.98417,0,0,-0.246723,-0.099613,1.80742,0,0,-0.0288429,0.000836109,1.66778,0,0,0.0199184,0.0106952,1.62379,0,0,0.0622899,0.128008,1.99591,0,0,0.052864,0.0338539,1.72652,0,0,-0.163377,-0.097337,1.7355,0,0,-0.22161,-0.0944272,1.7608,0,0,-0.206946,-0.390645,1.85279,0,0,-0.102142,-0.623816,1.74036,0,0,-0.0615438,-0.977636,1.76692,0,0,-0.095478,-1.05178,1.74205,0,0,-0.0563871,-0.360599,1.79751,0,0,0.0089631,-0.308064,1.44286,0,0,-0.0191889,-0.564144,1.35632,0,0,-0.0217695,-0.534325,1.22509,0,0,-0.118749,0.114421,2.07387,0,0,0.0587692,0.0383635,1.56587,0,0,0.0234707,0.0588407,1.67321,0,0,-0.254151,-0.107859,1.79078,0,0,-0.209315,-0.114315,1.767,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
40,0,-0.131043,-0.386556,1.85808,0,0,-0.123581,-0.0919747,1.98468,0,0,-0.114266,0.19786,2.09343,0,0,-0.171459,0.306102,2.19256,0,0,-0.264284,0.0112489,1.99713,0,0,-0.27258,-0.125639,1.79893,0,0,-0.0864077,-0.0786532,1.62859,0,0,-0.0697043,-0.0731035,1.55342,0,0,0.0613956,0.104403,1.98014,0,0,0.0613474,-0.0459746,1.73839,0,0,-0.0486221,-0.051847,1.53408,0,0,-0.0710084,-0.0555362,1.51744,0,0,-0.201719,-0.391054,1.83395,0,0,-0.10656,-0.633522,1.7465,0,0,-0.0709301,-0.959524,1.77513,0,0,-0.0757928,-1.02635,1.66331,0,0,-0.0522021,-0.367685,1.80024,0,0,0.0136711,-0.317931,1.43521,0,0,-0.0243959,-0.574577,1.35933,0,0,-0.0268063,-0.558755,1.22692,0,0,-0.116655,0.126197,2.0688,0,0,-0.043901,-0.0371238,1.49177,0,0,-0.0269923,-0.0728839,1.55522,0,0,-0.0916931,-0.063769,1.49674,0,0,-0.0429517,-0.0372018,1.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
41,0,-0.123165,-0.408707,1.85086,0,0,-0.12651,-0.111287,1.98197,0,0,-0.131705,0.17083,2.09861,0,0,-0.170426,0.299475,2.18917,0,0,-0.257236,0.00878702,2.00269,0,0,-0.281268,-0.140107,1.85364,0,0,-0.247244,-0.150343,1.64682,0,0,-0.192608,-0.175721,1.5178,0,0,-0.0116852,0.0634407,1.98088,0,0,0.100874,0.0265131,1.72164,0,0,0.0488956,0.0644702,1.48623,0,0,0.0515867,0.0462948,1.52272,0,0,-0.195634,-0.409602,1.82474,0,0,-0.0967119,-0.651092,1.7456,0,0,-0.0757123,-0.983698,1.77361,0,0,-0.0871765,-1.04979,1.66248,0,0,-0.0438398,-0.393292,1.80019,0,0,0.0514075,-0.280737,1.45822,0,0,-0.0127256,-0.607199,1.36757,0,0,-0.0115204,-0.647461,1.24902,0,0,-0.129822,0.102295,2.07153,0,0,-0.182361,-0.156072,1.44726,0,0,-0.145788,-0.176447,1.52013,0,0,0.0170359,0.0641318,1.44597,0,0,0.0822026,0.0555076,1.48233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
42,0,-0.106357,-0.408275,1.84852,0,0,-0.116414,-0.114166,1.97775,0,0,-0.124276,0.167176,2.09191,0,0,-0.172721,0.295803,2.16699,0,0,-0.261476,0.00565442,2.01024,0,0,-0.296965,-0.145595,1.83116,0,0,-0.313968,-0.238283,1.64478,0,0,-0.315542,-0.284384,1.53961,0,0,0.0617482,0.0810951,1.97875,0,0,0.174875,0.10326,1.725,0,0,0.169442,-0.00646245,1.50449,0,0,0.158364,-0.0202382,1.47913,0,0,-0.176927,-0.408499,1.8198,0,0,-0.08397,-0.68329,1.7546,0,0,-0.0773111,-0.981655,1.77214,0,0,-0.0960214,-1.04081,1.65566,0,0,-0.0310809,-0.392534,1.80208,0,0,0.0617661,-0.324836,1.46168,0,0,0.0148691,-0.680927,1.40667,0,0,0.0256044,-0.733932,1.30412,0,0,-0.122358,0.0985473,2.06584,0,0,-0.327405,-0.298434,1.46812,0,0,-0.270442,-0.294125,1.543,0,0,0.169069,-0.00948968,1.41503,0,0,0.191842,-0.00837576,1.45958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
