Frame_Number,Time_Stamp,SpineBase_x,SpineBase_y,SpineBase_z,ScreenX,ScreenY,SpineMid_x,SpineMid_y,SpineMid_z,ScreenX,ScreenY,Neck_x,Neck_y,Neck_z,ScreenX,ScreenY,Head_x,Head_y,Head_z,ScreenX,ScreenY,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ScreenX,ScreenY,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ScreenX,ScreenY,WristLeft_x,WristLeft_y,WristLeft_z,ScreenX,ScreenY,HandLeft_x,HandLeft_y,HandLeft_z,ScreenX,ScreenY,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ScreenX,ScreenY,ElbowRight_x,ElbowRight_y,ElbowRight_z,ScreenX,ScreenY,WristRight_x,WristRight_y,WristRight_z,ScreenX,ScreenY,HandRight_x,HandRight_y,HandRight_z,ScreenX,ScreenY,HipLeft_x,HipLeft_y,HipLeft_z,ScreenX,ScreenY,KneeLeft_x,KneeLeft_y,KneeLeft_z,ScreenX,ScreenY,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,ScreenX,ScreenY,FootLeft_x,FootLeft_y,FootLeft_z,ScreenX,ScreenY,HipRight_x,HipRight_y,HipRight_z,ScreenX,ScreenY,KneeRight_x,KneeRight_y,KneeRight_z,ScreenX,ScreenY,AnkleRight_x,AnkleRight_y,AnkleRight_z,ScreenX,ScreenY,FootRight_x,FootRight_y,FootRight_z,ScreenX,ScreenY,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,ScreenX,ScreenY,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ScreenX,ScreenY,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,ScreenX,ScreenY,HandTipRight_x,HandTipRight_y,HandTipRight_z,ScreenX,ScreenY,ThumbRight_x,ThumbRight_y,ThumbRight_z,ScreenX,ScreenY,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,
54,0,0.11527,-0.409172,1.81346,0,0,0.118325,-0.102091,1.88251,0,0,0.121131,0.193488,1.93629,0,0,0.14421,0.343171,1.9417,0,0,-0.0631802,0.0794071,1.88358,0,0,-0.165892,-0.125992,1.84008,0,0,-0.201859,-0.344325,1.72482,0,0,-0.207598,-0.410213,1.68559,0,0,0.313434,0.0557665,1.91648,0,0,0.368043,-0.159867,1.86766,0,0,0.394,-0.339292,1.72017,0,0,0.395207,-0.398649,1.64789,0,0,0.0412,-0.397817,1.77137,0,0,-0.00434836,-0.72184,1.68249,0,0,-0.0283874,-0.968517,1.7499,0,0,-0.0670783,-1.03651,1.68626,0,0,0.18472,-0.403933,1.782,0,0,0.207958,-0.689252,1.67974,0,0,0.190866,-1.0031,1.7329,0,0,0.193323,-1.06699,1.6182,0,0,0.120535,0.121035,1.92535,0,0,-0.211721,-0.463416,1.65756,0,0,-0.188614,-0.401374,1.65544,0,0,0.399728,-0.450276,1.60445,0,0,0.360717,-0.438283,1.61728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
55,0,0.122385,-0.409897,1.81181,0,0,0.131952,-0.103556,1.88149,0,0,0.141871,0.191281,1.93628,0,0,0.165924,0.340554,1.94131,0,0,-0.0452518,0.0786513,1.88333,0,0,-0.155255,-0.104761,1.82557,0,0,-0.189203,-0.286953,1.66473,0,0,-0.196357,-0.349845,1.59883,0,0,0.329002,0.0511101,1.91281,0,0,0.383951,-0.158311,1.86246,0,0,0.403698,-0.333027,1.70889,0,0,0.401241,-0.387975,1.61871,0,0,0.0474792,-0.398118,1.77007,0,0,-0.00136125,-0.723617,1.66471,0,0,-0.0320455,-0.994383,1.72956,0,0,-0.0333819,-1.06111,1.61712,0,0,0.192346,-0.405086,1.78005,0,0,0.214046,-0.688503,1.67807,0,0,0.195948,-1.00256,1.73776,0,0,0.197046,-1.07085,1.62725,0,0,0.139486,0.119004,1.92507,0,0,-0.202914,-0.38981,1.55033,0,0,-0.174246,-0.380548,1.58884,0,0,0.403705,-0.432523,1.57181,0,0,0.369601,-0.401792,1.607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
56,0,0.128962,-0.41166,1.81071,0,0,0.142388,-0.105719,1.88206,0,0,0.155205,0.188963,1.93866,0,0,0.183846,0.337518,1.94257,0,0,-0.0317143,0.0766132,1.88558,0,0,-0.141045,-0.088248,1.82774,0,0,-0.165512,-0.216995,1.65391,0,0,-0.166519,-0.278405,1.52464,0,0,0.341611,0.0446142,1.90949,0,0,0.394359,-0.162368,1.85691,0,0,0.408645,-0.331322,1.69899,0,0,0.401577,-0.386634,1.61067,0,0,0.0536047,-0.399024,1.76904,0,0,-0.000160331,-0.720122,1.64991,0,0,-0.0234069,-0.994835,1.70689,0,0,-0.0226786,-1.05652,1.58963,0,0,0.199121,-0.407687,1.77894,0,0,0.222132,-0.687697,1.67899,0,0,0.201323,-1.00424,1.74104,0,0,0.199669,-1.07492,1.63304,0,0,0.152189,0.116704,1.92699,0,0,-0.172488,-0.305642,1.47202,0,0,-0.144687,-0.292163,1.52237,0,0,0.402858,-0.429279,1.55784,0,0,0.369771,-0.414674,1.59175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
57,0,0.135599,-0.412074,1.80689,0,0,0.149952,-0.106546,1.88041,0,0,0.163424,0.187706,1.93877,0,0,0.19429,0.335094,1.94393,0,0,-0.023777,0.0766013,1.88701,0,0,-0.128186,-0.0911297,1.82774,0,0,-0.14289,-0.179546,1.639,0,0,-0.134337,-0.204676,1.47704,0,0,0.350408,0.0409779,1.90659,0,0,0.399176,-0.166808,1.85035,0,0,0.408297,-0.335105,1.69193,0,0,0.395994,-0.395261,1.61404,0,0,0.0605554,-0.398702,1.76478,0,0,0.00188917,-0.72141,1.64451,0,0,-0.0132011,-0.996735,1.69053,0,0,-0.0102907,-1.05198,1.5679,0,0,0.205161,-0.408712,1.77561,0,0,0.226567,-0.690654,1.67833,0,0,0.201849,-1.00561,1.74138,0,0,0.197592,-1.07731,1.63456,0,0,0.160259,0.115555,1.92668,0,0,-0.136533,-0.212742,1.43631,0,0,-0.125582,-0.237845,1.46733,0,0,0.391174,-0.436528,1.56722,0,0,0.365491,-0.415043,1.60173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
58,0,0.143287,-0.410471,1.80282,0,0,0.156946,-0.104751,1.87887,0,0,0.169686,0.189665,1.93932,0,0,0.200476,0.336478,1.94589,0,0,-0.0211485,0.0777078,1.88702,0,0,-0.101201,-0.101792,1.82285,0,0,-0.0963215,-0.134007,1.5828,0,0,-0.0991456,-0.159016,1.46424,0,0,0.355894,0.0406455,1.9054,0,0,0.397172,-0.17269,1.84316,0,0,0.404083,-0.338106,1.69367,0,0,0.391408,-0.402571,1.63683,0,0,0.068455,-0.396602,1.75987,0,0,0.00695746,-0.723231,1.64329,0,0,0.00162972,-0.994635,1.69577,0,0,0.00716745,-1.05389,1.57647,0,0,0.212282,-0.407605,1.77237,0,0,0.229232,-0.689878,1.67498,0,0,0.203102,-1.00441,1.73973,0,0,0.197866,-1.07797,1.63506,0,0,0.166692,0.117468,1.92672,0,0,-0.0931909,-0.151249,1.43006,0,0,-0.0984505,-0.190662,1.45135,0,0,0.386269,-0.447401,1.59154,0,0,0.362647,-0.400765,1.64443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
59,0,0.150929,-0.406428,1.79935,0,0,0.163852,-0.100012,1.87722,0,0,0.175714,0.195051,1.93946,0,0,0.207051,0.340933,1.9483,0,0,-0.0173393,0.0821631,1.88538,0,0,-0.0933513,-0.093798,1.79424,0,0,-0.0659333,-0.166378,1.52593,0,0,-0.0591471,-0.155252,1.46616,0,0,0.360726,0.0425967,1.9033,0,0,0.390166,-0.179801,1.83784,0,0,0.38582,-0.35931,1.70232,0,0,0.375699,-0.421613,1.65062,0,0,0.0764944,-0.391241,1.75513,0,0,0.0150402,-0.720492,1.64634,0,0,-0.00140037,-0.989399,1.70339,0,0,-0.000236436,-1.05268,1.58741,0,0,0.219242,-0.40481,1.77002,0,0,0.233978,-0.683641,1.66794,0,0,0.204955,-0.999347,1.73604,0,0,0.198115,-1.07609,1.63549,0,0,0.17295,0.122697,1.92642,0,0,-0.0512349,-0.141489,1.42899,0,0,-0.058586,-0.189158,1.459,0,0,0.374453,-0.474689,1.61104,0,0,0.348102,-0.41443,1.61582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
60,0,0.157557,-0.402174,1.79618,0,0,0.170999,-0.0947958,1.87314,0,0,0.18298,0.201138,1.9345,0,0,0.214861,0.346115,1.94902,0,0,-0.00892479,0.0899335,1.87804,0,0,-0.0896051,-0.0932146,1.77031,0,0,-0.0552352,-0.16304,1.56618,0,0,-0.0211205,-0.188665,1.47219,0,0,0.370678,0.0459059,1.90012,0,0,0.383442,-0.189691,1.83676,0,0,0.371193,-0.388113,1.69825,0,0,0.3576,-0.439334,1.66044,0,0,0.0833968,-0.385775,1.75038,0,0,0.0202283,-0.719823,1.64952,0,0,-0.00483731,-0.966729,1.71589,0,0,-0.0585745,-1.01666,1.63448,0,0,0.225275,-0.40186,1.76833,0,0,0.238194,-0.679524,1.66192,0,0,0.207245,-0.996058,1.7278,0,0,0.201363,-1.07149,1.62542,0,0,0.180228,0.128583,1.92168,0,0,-0.00358835,-0.182705,1.43756,0,0,-0.0328145,-0.226266,1.4735,0,0,0.352707,-0.498461,1.62537,0,0,0.336205,-0.434622,1.61535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
61,0,0.164666,-0.400059,1.79197,0,0,0.179724,-0.0914615,1.86755,0,0,0.193135,0.20568,1.92753,0,0,0.224728,0.349739,1.94656,0,0,0.0024644,0.0943778,1.8667,0,0,-0.0865317,-0.0947197,1.75926,0,0,-0.0361188,-0.194757,1.58343,0,0,-0.0010069,-0.236277,1.50206,0,0,0.381288,0.0480176,1.89609,0,0,0.38366,-0.192639,1.83779,0,0,0.372344,-0.399484,1.69675,0,0,0.355861,-0.446998,1.66789,0,0,0.0905456,-0.383936,1.74561,0,0,0.0222051,-0.720497,1.65044,0,0,-0.000392488,-0.967844,1.71616,0,0,-0.0595934,-0.996831,1.61902,0,0,0.231952,-0.399694,1.76485,0,0,0.244029,-0.685571,1.65683,0,0,0.20923,-0.995668,1.71838,0,0,0.204891,-1.06695,1.61088,0,0,0.190052,0.132834,1.91505,0,0,0.0310419,-0.2452,1.45818,0,0,-0.014596,-0.272879,1.48433,0,0,0.352606,-0.506431,1.63444,0,0,0.317437,-0.436595,1.65405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
62,0,0.175512,-0.400684,1.78279,0,0,0.190268,-0.091557,1.85845,0,0,0.203197,0.205948,1.91858,0,0,0.237534,0.349472,1.93889,0,0,0.0133743,0.0931008,1.85434,0,0,-0.0768421,-0.102795,1.7441,0,0,-0.0217977,-0.230676,1.59006,0,0,0.00840111,-0.293102,1.52449,0,0,0.3948,0.047216,1.89191,0,0,0.389017,-0.194411,1.8397,0,0,0.379274,-0.406438,1.69633,0,0,0.367888,-0.454917,1.66916,0,0,0.10194,-0.385259,1.73516,0,0,0.0256357,-0.72059,1.63701,0,0,-0.0128661,-0.982471,1.68671,0,0,-0.0140467,-1.04147,1.56674,0,0,0.241792,-0.399649,1.75705,0,0,0.24896,-0.683098,1.65008,0,0,0.211706,-0.993259,1.71998,0,0,0.207695,-1.07015,1.61954,0,0,0.200253,0.133028,1.90605,0,0,0.0370194,-0.315683,1.48779,0,0,-0.0151281,-0.321329,1.51422,0,0,0.368228,-0.518486,1.64154,0,0,0.325238,-0.445693,1.64328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
63,0,0.187353,-0.401671,1.77121,0,0,0.202745,-0.0930585,1.84565,0,0,0.216193,0.203773,1.90439,0,0,0.254451,0.347466,1.92543,0,0,0.0229047,0.093403,1.84328,0,0,-0.028184,-0.119466,1.77785,0,0,-0.0315096,-0.249539,1.61582,0,0,-0.0100512,-0.322486,1.56209,0,0,0.406068,0.0425099,1.88505,0,0,0.405099,-0.203787,1.83709,0,0,0.398115,-0.411636,1.70305,0,0,0.389866,-0.468839,1.6689,0,0,0.112668,-0.386093,1.72312,0,0,0.0312951,-0.713909,1.60442,0,0,0.00570038,-0.981956,1.64787,0,0,0.0113666,-1.03569,1.52411,0,0,0.254228,-0.400658,1.7461,0,0,0.253457,-0.690271,1.64973,0,0,0.213839,-0.9969,1.72057,0,0,0.210709,-1.0733,1.61949,0,0,0.213139,0.131038,1.89223,0,0,0.0100225,-0.359366,1.50684,0,0,-0.037479,-0.34825,1.55076,0,0,0.395533,-0.532838,1.64501,0,0,0.34271,-0.465207,1.64191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
64,0,0.195526,-0.398388,1.75789,0,0,0.212132,-0.0906006,1.83055,0,0,0.226744,0.205278,1.8875,0,0,0.26845,0.348922,1.9077,0,0,0.0343139,0.0969526,1.82832,0,0,-0.0276995,-0.120917,1.77598,0,0,-0.0266291,-0.329772,1.60915,0,0,-0.0248827,-0.371294,1.5815,0,0,0.41443,0.0431745,1.87453,0,0,0.419898,-0.205932,1.82899,0,0,0.425356,-0.400427,1.71583,0,0,0.421421,-0.466117,1.66966,0,0,0.119593,-0.38088,1.70972,0,0,0.0432789,-0.686611,1.56406,0,0,0.0196913,-0.973562,1.57877,0,0,0.0299323,-1.01241,1.44597,0,0,0.263319,-0.399239,1.73277,0,0,0.255735,-0.691974,1.64784,0,0,0.215094,-0.997502,1.71924,0,0,0.213445,-1.07339,1.6175,0,0,0.223411,0.132797,1.87578,0,0,-0.0137243,-0.416035,1.5453,0,0,0.00881244,-0.363809,1.58974,0,0,0.42367,-0.523111,1.64331,0,0,0.366655,-0.459485,1.65511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
